C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\center_2020_05_30_21_17_17_144.jpg,C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\left_2020_05_30_21_17_17_144.jpg,C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\right_2020_05_30_21_17_17_144.jpg,0,0,0,1.473462E-05
C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\center_2020_05_30_21_17_17_212.jpg,C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\left_2020_05_30_21_17_17_212.jpg,C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\right_2020_05_30_21_17_17_212.jpg,0,0,0,7.475316E-06
C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\center_2020_05_30_21_17_17_281.jpg,C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\left_2020_05_30_21_17_17_281.jpg,C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\right_2020_05_30_21_17_17_281.jpg,0,0,0,1.802871E-05
C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\center_2020_05_30_21_17_17_350.jpg,C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\left_2020_05_30_21_17_17_350.jpg,C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\right_2020_05_30_21_17_17_350.jpg,0,0,0,2.60413E-05
C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\center_2020_05_30_21_17_17_419.jpg,C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\left_2020_05_30_21_17_17_419.jpg,C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\right_2020_05_30_21_17_17_419.jpg,0,0,0,1.105263E-06
C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\center_2020_05_30_21_17_17_488.jpg,C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\left_2020_05_30_21_17_17_488.jpg,C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\right_2020_05_30_21_17_17_488.jpg,0,0,0,1.327648E-05
C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\center_2020_05_30_21_17_17_557.jpg,C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\left_2020_05_30_21_17_17_557.jpg,C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\right_2020_05_30_21_17_17_557.jpg,0,0,0,2.368405E-05
C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\center_2020_05_30_21_17_17_625.jpg,C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\left_2020_05_30_21_17_17_625.jpg,C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\right_2020_05_30_21_17_17_625.jpg,0,0,0,9.290145E-06
C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\center_2020_05_30_21_17_17_694.jpg,C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\left_2020_05_30_21_17_17_694.jpg,C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\right_2020_05_30_21_17_17_694.jpg,0,0,0,5.364309E-06
C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\center_2020_05_30_21_17_17_764.jpg,C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\left_2020_05_30_21_17_17_764.jpg,C:\Users\Kayamert\Desktop\Game\beta_simulator_windows\DATA\IMG\right_2020_05_30_21_17_17_764.jpg,0,0,0,2.229249E-05
